"Establecimiento";"Pc1_Actitud";"Pc1_Atencion";"Pc1_Atencion_Esperas";"Pc1_Cliente_Habitual";"Pc1_Actitud_Servicio";"Pd1_Asesoramiento_Oferta";"Pd1_Informacion_Completa";"Pd1_Aspectos_Positivos_Negativos";"Pe1_Experiencia_Empleados";"Pe1_Resolver_Consultas";"Pe1_Conocimiento_Gama";"Pe1_Dominio_Resolver_Consultas";"Pe1_Interes_Problemas";"Pe1_Tiempo_Espera_Atencion";"Pe1_Duracion_Fila_Cajas";"Pe1_Rapidez_Resolver_Consultas";"Pe1_N_Empleados_Cajas";"Pe1_Tiempo_Reclamacion";"Pe1_Solucion_Quejas";"Pe1_Sencillez_Tramites";"Pf1_Competitividad_Oferta_Productos";"Pf1_Amplitud_Oferta_Productos";"Pf1_Beneficios_Compra_Habitual";"Pg1_N_Empleados_Adecuado";"Pg1_Cajas_Cerradas";"Pg1_Decoracion_Establecimiento";"Pg1_Iluminacion_Establecimiento";"Pg1_Climatizacion_Establecimiento";"Pg1_Sensacion_Orden_Limpieza";"Pg1_Amplitud_Establecimiento";"Pg1_Marcado_Areas";"Pg1_Facilidad_Identificar_Cadena";"Ph1_Relacion_Calidad_Precio";"Ph1_Satisfaccion_Global";"C1_Edad";"C2_Sexo";"C3_Estado_Civil";"C4_Compra_Media";"C5_Ingr_Mes"
"142";1;5;4;5;3;6;7;6;3;6;6;8;5;4;5;6;6;8;5;4;5;6;8;7;5;7;6;7;7;8;8;7;10;7;8;1;1;1;5;1
"143";3;6;6;6;5;6;7;6;6;5;6;5;6;6;6;7;6;7;4;4;4;8;7;7;6;7;7;8;8;8;7;7;7;9;8;1;1;1;1;1
"144";1;5;4;4;3;4;7;7;6;4;5;4;4;5;5;6;5;6;4;3;4;7;7;7;5;6;7;8;8;8;10;7;7;7;8;2;2;3;5;1
"145";3;8;7;7;6;8;9;8;7;9;8;7;7;8;6;5;6;7;5;5;5;6;8;6;7;6;6;8;7;8;8;7;7;6;7;1;2;3;2;1
"146";2;6;7;7;8;7;7;8;7;5;4;5;6;7;5;4;4;5;5;5;6;7;6;6;6;5;6;8;8;8;5;9;10;7;9;1;2;1;2;1
"147";2;8;7;6;3;6;9;8;6;8;7;9;6;7;6;5;7;8;6;4;6;6;7;5;6;4;5;6;7;8;6;7;9;7;8;1;1;1;1;1
"148";3;6;6;6;7;6;5;4;4;6;6;6;6;5;6;6;6;6;NA;NA;NA;6;6;6;6;6;4;6;1;7;6;6;10;6;5;1;2;1;2;1
"149";1;6;5;5;5;5;6;7;4;4;5;6;5;6;4;3;6;4;7;6;5;5;7;5;6;3;7;8;8;7;7;7;7;7;6;1;1;1;2;1
"150";3;3;5;7;7;5;4;7;6;6;7;7;7;8;5;5;7;6;7;7;7;3;4;6;6;6;6;6;6;6;6;6;6;6;5;2;2;3;3;1
"151";3;5;4;4;6;5;6;6;7;5;5;6;5;3;5;5;4;4;NA;NA;NA;6;6;5;5;6;3;4;5;3;5;6;7;5;5;1;1;1;3;1
"152";2;5;4;4;6;5;6;6;7;5;5;6;5;4;5;5;4;4;NA;NA;NA;6;6;5;5;6;3;4;5;3;5;6;7;5;5;1;1;1;3;1
"153";2;4;3;3;3;3;2;2;2;4;4;4;4;4;4;4;4;4;3;3;4;2;2;1;2;2;4;4;4;3;4;7;8;7;8;2;1;3;3;1
"154";2;4;3;3;4;4;5;4;5;5;5;4;4;4;6;5;5;2;4;6;2;7;9;5;4;4;3;2;1;1;7;10;10;7;6;1;2;1;1;1
"155";3;7;7;7;6;7;8;6;6;6;6;6;6;7;6;6;7;6;6;6;6;7;7;6;6;7;6;7;7;7;7;8;8;7;7;2;1;1;2;1
"156";2;4;5;5;3;4;2;1;2;3;2;4;4;3;2;3;5;5;6;5;6;5;2;4;4;4;3;4;2;2;4;3;2;8;6;1;1;1;2;1
"157";2;6;6;6;5;5;3;5;4;5;5;5;6;5;5;6;5;5;5;4;6;6;6;5;6;5;5;5;5;5;5;5;8;5;5;2;1;1;2;1
"158";1;7;7;7;6;7;7;5;5;6;7;7;6;7;7;7;6;6;7;7;8;7;8;7;6;7;6;7;7;8;7;8;8;7;7;2;1;1;2;1
"159";1;8;9;8;8;8;8;7;7;8;7;7;8;7;7;5;9;9;NA;NA;NA;8;8;7;8;9;9;9;9;8;8;9;9;8;8;1;1;1;6;1
"160";2;4;2;1;1;2;2;5;4;1;6;8;4;5;3;5;1;2;5;6;4;4;1;1;2;1;1;6;3;7;6;7;1;4;7;1;1;1;2;1
"161";2;9;8;10;7;8;6;8;8;8;8;9;9;10;8;5;8;8;NA;NA;NA;10;9;9;9;9;9;9;NA;NA;9;9;9;10;10;2;2;1;1;1
"162";3;7;8;8;9;8;8;7;8;8;7;8;7;7;6;6;7;9;7;7;7;9;10;10;5;9;10;9;10;10;9;10;10;10;10;1;2;1;3;1
"163";3;7;8;8;9;8;8;9;3;7;7;8;7;7;6;6;7;9;7;7;7;10;10;10;9;9;10;10;10;10;10;10;10;10;10;1;2;1;3;1
"164";3;9;7;7;4;8;8;8;3;9;7;7;7;7;8;8;9;8;7;9;9;9;8;6;8;8;7;7;9;10;8;2;8;8;9;1;2;1;3;1
"165";1;9;7;5;4;9;7;6;6;8;9;9;9;9;3;3;6;5;6;8;7;9;10;10;7;7;10;9;10;10;9;10;10;10;10;1;2;1;7;1
"166";1;9;7;5;4;9;10;10;5;9;9;9;9;9;3;3;6;5;6;8;7;10;10;10;8;7;10;10;10;10;10;10;10;10;10;1;2;1;7;1
"167";3;10;9;7;6;7;10;7;NA;8;7;8;6;8;4;3;NA;6;NA;NA;NA;9;7;4;7;3;8;7;8;10;6;8;9;9;8;1;1;3;2;1
"168";3;9;5;9;1;9;8;7;NA;7;9;10;9;10;9;4;8;8;NA;NA;NA;9;10;10;8;10;8;8;8;9;9;5;2;10;9;2;2;1;2;1
"169";2;6;6;6;5;6;7;7;7;7;7;7;8;8;8;8;9;9;NA;NA;NA;NA;10;8;8;9;9;8;8;9;10;9;9;9;4;2;1;1;2;1
"170";1;6;6;6;5;6;7;7;7;7;7;7;8;8;8;8;9;9;NA;NA;NA;NA;10;8;8;9;9;8;8;9;10;9;9;9;4;2;1;1;2;1
"171";2;6;7;7;7;7;7;7;6;7;7;7;7;7;8;8;8;8;6;6;6;9;9;9;8;8;8;9;8;9;7;8;7;9;9;1;2;1;3;1
"172";1;8;8;8;1;8;7;7;5;8;7;8;8;8;8;8;8;8;6;7;7;8;8;9;8;8;7;8;8;9;9;9;9;8;8;1;2;1;3;1
"173";2;7;7;8;1;7;9;8;9;5;6;8;7;5;7;7;7;4;4;4;4;7;7;9;8;8;6;8;7;9;7;5;7;9;8;1;2;1;2;1
"174";2;7;7;8;1;7;8;6;5;6;6;8;7;5;7;7;7;4;4;4;4;6;7;9;7;7;6;7;7;9;6;5;7;9;8;1;2;1;2;1
"175";2;3;1;1;4;4;5;8;5;6;8;8;8;8;1;9;7;3;5;7;7;7;6;6;4;5;2;9;9;9;8;10;9;7;5;2;2;3;2;1
"176";3;6;5;8;8;7;8;9;5;9;7;9;8;8;5;7;10;9;8;9;8;9;8;8;8;10;5;7;7;8;10;7;10;8;7;1;1;1;1;1
"177";3;9;8;7;1;7;10;8;6;6;7;8;8;7;7;7;7;9;7;8;8;10;4;9;6;9;8;7;8;8;7;4;6;10;9;1;1;1;8;1
"178";3;7;2;10;4;6;8;7;8;7;8;7;7;9;7;7;7;7;7;6;6;8;6;5;7;9;8;8;6;8;8;7;7;9;9;1;2;3;4;1
"179";3;9;9;9;NA;9;10;9;5;8;8;9;8;10;9;9;8;9;NA;NA;NA;10;10;9;9;9;8;9;9;8;7;8;9;10;10;2;1;3;4;1
"180";1;7;8;8;10;9;10;9;6;7;4;7;6;9;8;8;8;10;9;10;9;10;10;10;7;8;6;10;10;8;10;7;10;10;7;1;1;1;8;1
"181";1;4;4;5;1;4;5;3;1;4;5;4;4;5;5;8;5;7;7;8;9;8;9;8;9;8;7;9;9;8;9;9;7;8;7;5;2;2;8;1
"182";1;4;4;5;1;4;8;6;8;7;5;4;4;5;5;8;5;7;7;8;9;10;9;8;10;8;7;10;9;8;10;9;7;8;7;5;2;2;8;1
"183";3;5;6;5;6;6;8;8;7;3;5;4;5;5;6;6;5;6;4;4;4;8;8;7;7;8;8;7;8;8;8;7;9;9;6;1;2;1;2;1
"184";3;7;6;8;9;8;5;7;5;9;8;8;7;9;8;9;7;8;5;6;7;8;8;7;8;8;7;7;7;8;9;9;9;9;9;1;2;1;1;1
"185";1;7;8;8;10;9;7;8;9;8;4;7;6;9;8;8;8;10;9;10;9;9;10;10;6;7;6;9;10;8;9;7;10;10;7;1;1;1;8;1
"186";2;6;5;5;3;5;8;8;6;6;8;8;8;7;6;6;7;9;6;6;6;8;9;8;7;7;7;7;8;8;8;9;9;9;9;1;2;1;3;1
"187";3;8;7;8;5;5;8;6;4;6;5;7;5;4;5;7;7;8;4;5;4;9;9;9;6;7;6;8;8;8;9;7;8;9;9;1;2;1;3;1
"188";3;6;5;8;8;7;7;6;7;8;7;9;8;8;5;7;10;9;8;9;8;10;8;8;8;7;5;9;7;8;9;7;10;8;7;1;1;1;1;1
"189";3;7;7;6;5;8;6;7;7;7;6;9;9;8;7;6;6;7;6;5;5;6;7;7;7;6;8;8;7;8;8;7;7;10;7;2;1;1;4;1
"190";2;7;7;6;5;8;6;7;7;7;6;9;9;8;7;6;6;7;6;5;5;6;7;7;7;6;8;8;7;8;8;7;7;10;7;2;1;1;4;1
"191";3;8;7;8;5;5;8;6;4;5;5;7;5;4;5;7;7;8;4;5;4;10;9;9;6;5;6;7;8;8;8;7;8;9;9;1;2;1;3;1
"192";3;5;6;8;1;8;8;8;2;8;10;10;8;10;8;4;8;5;NA;NA;NA;9;6;10;8;5;7;7;8;8;7;4;3;10;8;1;2;1;2;1
"193";3;4;3;5;1;4;6;9;9;5;6;7;5;7;6;2;5;4;5;5;5;5;5;6;2;5;6;4;5;8;6;5;4;8;5;2;2;3;2;1
"194";3;7;5;7;7;6;9;8;5;7;6;6;7;6;2;3;5;5;6;7;5;7;9;8;4;3;6;6;7;8;8;7;6;9;10;1;2;1;3;1
"195";2;4;4;5;5;4;7;8;7;5;5;5;6;5;5;7;5;8;4;4;4;8;9;8;6;3;6;5;7;8;7;5;6;8;9;1;2;1;3;1
"196";3;8;3;8;1;9;9;6;4;4;6;7;8;7;3;3;6;5;NA;NA;NA;8;8;4;8;3;8;3;8;8;4;9;10;9;8;1;1;1;2;1
"197";3;8;3;8;1;9;9;6;4;5;6;7;8;7;3;3;6;5;NA;NA;NA;7;8;4;8;3;8;4;8;8;5;9;10;9;8;1;1;1;2;1
"198";2;5;5;6;6;6;6;7;4;4;6;7;6;7;8;8;7;3;5;3;4;6;8;9;4;3;5;7;8;8;9;6;7;9;5;1;1;3;2;1
"199";1;5;4;5;4;5;6;6;1;3;7;5;6;5;5;4;5;7;5;5;5;6;6;6;2;2;3;8;8;8;9;8;7;5;6;1;1;1;2;1
"200";2;8;4;9;5;8;2;4;5;7;9;7;7;8;9;3;8;7;8;8;8;9;7;8;7;2;8;8;8;8;9;9;9;8;9;1;2;1;1;1
"201";3;6;8;9;1;7;8;9;3;9;9;8;8;9;8;7;8;8;NA;NA;NA;9;9;8;7;10;6;7;8;7;8;9;8;8;9;1;2;3;4;1
"202";1;8;8;9;4;8;9;7;4;8;7;7;7;9;9;9;9;9;NA;NA;NA;9;9;9;7;10;9;9;9;7;8;5;9;9;10;2;1;3;3;1
"203";1;7;3;6;1;6;8;7;2;6;6;6;6;5;3;3;5;5;5;7;7;8;8;6;NA;10;6;8;8;7;9;7;7;7;6;1;2;1;1;1
"204";3;6;8;9;1;7;8;7;2;8;9;8;8;9;8;7;8;8;NA;NA;NA;10;9;8;7;9;6;7;8;7;9;9;8;8;9;1;2;3;4;1
"205";1;8;8;7;8;8;7;8;8;8;7;7;7;8;3;4;1;1;8;9;7;8;7;7;8;9;7;7;7;7;8;8;7;7;7;2;2;1;3;1
"206";1;7;3;6;1;6;8;5;5;10;6;6;6;5;3;3;5;5;5;7;7;9;8;6;NA;9;6;9;8;7;10;7;7;7;6;1;2;1;1;1
"207";1;6;7;8;4;9;6;7;7;9;7;7;7;7;8;5;6;7;5;5;5;9;9;8;7;8;6;8;5;7;8;9;9;7;7;1;2;1;2;1
"208";1;6;7;8;4;9;7;7;5;5;7;7;7;7;8;5;6;7;5;5;5;8;9;8;8;8;6;7;5;7;9;9;9;7;7;1;2;1;2;1
"209";1;8;7;8;8;8;7;5;7;8;6;7;8;8;8;7;7;8;7;6;7;5;7;9;6;8;7;8;9;7;8;9;7;8;9;1;2;1;2;1
"210";3;6;6;4;7;7;7;6;5;5;6;6;5;7;6;3;3;7;5;6;5;8;7;7;4;8;3;7;6;7;8;8;7;5;5;1;1;1;2;1
"211";1;8;7;8;6;7;5;8;7;8;9;7;8;8;8;9;9;8;7;8;7;5;10;6;8;7;7;7;8;7;6;8;8;9;10;1;2;1;4;1
"212";3;7;7;6;2;4;9;8;10;6;5;5;6;7;7;7;6;6;6;6;6;9;4;4;6;7;5;8;7;7;8;7;5;7;5;5;2;2;4;1
"213";3;5;5;5;6;6;5;5;5;6;6;5;6;5;6;4;5;4;5;5;5;4;2;6;6;7;4;7;4;7;8;3;7;6;6;2;2;1;1;1
"214";3;7;5;5;2;5;8;7;8;10;6;9;7;9;7;8;8;8;6;2;2;10;9;5;5;6;3;8;7;7;10;9;9;8;7;1;2;1;4;1
"215";2;5;3;3;2;5;4;7;4;5;4;5;3;4;1;6;7;3;3;5;6;4;5;4;5;6;4;8;8;7;9;5;7;5;3;1;2;3;2;1
"216";3;7;7;6;2;4;2;2;2;5;5;5;6;7;7;7;6;6;6;6;6;4;4;4;6;5;5;7;7;7;7;7;5;7;5;5;2;2;4;1
"217";3;8;5;5;6;6;7;7;4;6;7;8;8;8;6;4;6;4;NA;NA;NA;8;7;8;7;4;6;8;6;7;8;4;8;8;8;2;2;3;7;1
"218";3;6;6;8;6;6;7;8;6;7;6;7;7;7;6;5;6;6;NA;NA;NA;7;6;7;6;4;6;7;6;7;7;7;8;8;8;1;2;1;4;1
"219";3;9;8;8;9;8;2;5;3;8;8;8;7;7;6;8;6;3;7;7;7;6;6;5;4;4;5;5;7;7;5;7;8;5;5;2;1;2;2;1
"220";1;7;6;6;5;6;6;7;4;6;5;5;5;7;8;8;7;7;5;5;4;6;7;6;5;4;6;6;6;7;7;7;6;6;7;1;2;3;1;1
"221";3;7;5;5;2;5;8;5;7;7;6;9;7;9;7;8;8;8;6;2;2;9;9;5;7;3;3;7;7;7;9;9;9;8;7;1;2;1;4;1
"222";1;9;8;8;8;7;9;6;8;8;7;8;8;9;6;7;7;8;5;5;5;5;7;7;5;7;7;8;8;6;7;6;7;6;6;2;1;1;2;1
"223";1;6;7;7;7;7;3;6;6;6;6;8;4;2;4;1;5;5;5;7;7;7;5;3;6;6;6;7;7;6;7;7;6;7;6;2;1;1;1;1
"224";1;9;8;7;8;8;7;8;7;6;8;8;6;7;5;5;6;8;7;7;6;7;8;7;5;5;4;5;6;6;7;8;8;7;6;1;2;1;2;1
"225";1;7;3;6;1;3;9;7;8;4;7;8;7;8;6;8;6;8;5;6;6;6;7;5;6;5;3;6;7;6;8;7;8;7;6;1;1;3;2;1
"226";2;7;7;5;6;7;8;6;NA;6;6;7;7;7;5;5;6;5;NA;NA;NA;5;4;NA;6;5;4;5;7;6;4;4;6;7;6;1;1;1;1;1
"227";1;6;4;5;4;5;5;4;5;6;6;6;5;6;5;4;4;5;NA;NA;NA;5;7;5;5;4;5;6;7;6;8;8;8;6;5;1;2;1;4;1
"228";1;6;5;5;6;7;10;10;10;7;7;8;7;7;6;9;5;10;5;6;4;8;10;7;8;3;6;8;8;6;10;3;10;7;8;1;1;1;6;1
"229";1;5;1;1;4;1;6;5;1;5;5;6;6;5;1;1;3;2;2;4;3;8;7;6;1;1;6;6;7;6;8;7;6;7;2;1;2;3;3;1
"230";2;5;4;4;7;6;5;4;4;2;7;9;7;7;4;2;7;2;4;6;6;6;4;6;7;9;2;3;2;5;4;2;4;7;7;1;2;1;1;1
"231";3;6;7;6;6;6;5;5;7;8;6;9;6;5;7;8;7;6;5;8;5;8;8;8;6;6;7;5;4;5;7;6;9;9;7;1;1;1;3;1
"232";3;6;7;6;6;6;5;5;7;9;6;9;6;5;7;8;7;6;5;8;5;9;8;8;5;6;7;4;4;5;8;6;9;9;7;1;1;1;3;1
"233";2;7;6;6;6;7;6;7;7;5;6;6;6;5;4;4;5;4;5;5;5;4;4;3;7;6;5;7;7;5;5;4;5;6;6;2;1;1;1;1
"234";2;8;8;7;1;5;5;5;5;6;6;6;6;7;7;4;5;5;5;5;5;4;6;8;4;5;6;5;4;5;6;5;5;8;7;2;2;1;1;1
"235";2;6;6;4;4;5;4;4;4;6;6;6;6;7;7;5;6;4;5;5;6;3;4;4;6;4;5;5;5;5;5;5;7;6;6;1;2;1;2;1
"236";2;5;4;4;7;6;7;9;6;6;7;9;7;7;4;2;7;2;4;6;6;7;4;6;2;2;2;2;2;5;3;2;4;7;7;1;2;1;1;1
"237";2;4;1;2;2;3;1;2;2;5;4;4;4;4;2;6;5;2;NA;NA;NA;4;7;7;3;1;2;6;6;5;8;2;7;7;6;1;2;1;4;1
"238";2;6;5;6;5;7;6;5;1;6;6;5;7;6;6;5;8;7;NA;NA;NA;5;6;7;6;NA;4;4;3;4;6;1;4;6;5;1;1;1;1;1
"239";2;6;5;6;5;7;9;8;6;5;6;5;7;6;6;5;8;7;NA;NA;NA;4;6;7;8;NA;4;3;3;4;7;1;4;6;5;1;1;1;1;1
"240";2;3;3;5;6;4;6;6;7;5;8;7;6;5;6;3;6;5;NA;NA;NA;4;5;6;5;NA;5;6;4;4;5;6;7;7;5;1;1;1;1;1
"241";2;8;4;5;1;8;7;8;6;6;7;9;10;8;8;5;6;4;NA;NA;NA;4;6;6;6;5;1;4;5;4;6;7;6;5;3;2;2;1;1;1
"242";2;2;2;5;5;2;7;5;6;6;7;7;6;8;2;2;3;3;NA;NA;NA;6;3;4;8;4;3;3;3;4;5;6;8;6;6;1;1;3;1;1
"243";2;5;7;7;4;4;3;5;1;4;6;5;5;5;1;1;3;1;NA;NA;NA;3;4;5;2;2;3;5;5;4;2;4;6;6;5;1;2;1;2;1
"244";2;8;4;5;1;8;7;8;6;5;7;9;10;8;8;5;6;4;NA;NA;NA;5;6;6;4;2;1;5;5;4;5;7;6;5;3;2;2;1;1;1
"245";2;6;7;7;6;5;6;7;1;7;6;7;7;6;5;4;6;6;NA;NA;NA;7;7;6;6;5;4;3;3;3;4;2;3;6;6;1;2;1;2;1
"246";2;6;7;7;6;5;9;8;7;8;6;7;7;6;5;4;6;6;NA;NA;NA;8;7;6;4;5;4;4;3;3;5;2;3;6;6;1;2;1;2;1
"247";2;6;3;5;1;5;4;4;3;6;7;7;7;3;3;2;2;1;3;3;3;2;2;6;5;5;1;3;4;3;4;3;8;5;6;1;2;1;1;1
"248";2;4;5;5;6;5;3;4;2;3;4;5;5;5;5;5;4;4;5;4;4;3;3;4;4;4;3;3;3;3;3;4;4;7;4;1;2;1;1;1
"249";2;4;5;5;6;5;3;4;2;3;4;5;5;5;5;5;4;4;5;4;4;3;3;4;4;4;3;3;3;3;3;4;4;7;4;1;2;1;1;1
"250";2;5;2;3;1;1;1;1;2;3;5;6;5;3;6;3;2;4;3;3;3;1;1;3;4;4;2;6;7;3;2;1;7;5;4;1;1;1;1;1
"251";2;2;3;3;4;5;6;6;6;3;4;2;5;5;6;4;4;4;NA;NA;NA;1;2;1;4;2;3;3;3;3;5;7;7;6;5;2;2;1;2;1
"252";2;6;3;5;1;5;3;4;3;6;7;7;7;3;3;2;2;1;3;3;3;1;2;6;6;2;1;4;4;3;5;3;8;5;6;1;2;1;1;1
"253";2;7;8;7;8;6;6;7;3;5;7;7;5;9;7;6;5;4;7;8;6;6;8;5;3;1;1;4;5;3;2;1;7;8;7;1;1;1;2;1
"254";2;5;8;6;5;3;1;2;4;3;6;5;4;2;1;3;3;2;3;3;2;3;4;5;4;5;9;9;8;2;5;4;6;6;2;3;2;1;1;1
"255";2;4;4;4;2;4;4;5;5;5;4;5;5;5;5;3;4;3;4;4;4;3;3;4;5;4;2;3;3;2;3;3;8;4;3;1;2;3;2;1
"256";2;7;8;8;6;7;8;9;9;7;7;8;6;7;1;1;1;1;NA;NA;NA;4;4;4;5;4;5;5;5;2;3;5;5;6;5;2;1;1;1;1
"257";1;7;8;8;6;7;8;9;9;7;7;8;6;7;1;1;1;1;NA;NA;NA;4;4;4;5;4;5;5;5;2;3;5;5;6;5;2;1;1;1;1
"258";2;4;3;3;2;2;3;3;3;3;2;3;3;4;3;2;3;1;2;2;2;3;3;5;2;2;2;2;4;2;2;2;2;6;3;1;2;1;1;1
"259";2;4;3;5;1;5;7;6;9;3;6;7;6;7;6;6;6;6;7;7;7;5;5;7;7;8;1;3;3;1;4;2;9;5;6;1;2;1;2;1
"260";2;3;3;2;3;3;7;7;4;3;2;2;2;1;1;1;1;1;2;2;2;4;1;1;8;8;1;2;1;1;2;1;7;7;2;1;2;1;1;1
"261";2;4;4;4;4;4;2;2;2;3;3;2;3;5;4;3;3;4;3;3;3;1;1;1;6;3;3;1;1;1;6;6;8;7;7;2;2;2;3;1
"262";2;3;3;2;3;3;2;3;3;2;2;2;2;1;1;1;1;1;2;2;2;3;1;1;1;1;1;1;1;1;1;1;7;7;2;1;2;1;1;1
"263";3;7;6;7;4;7;6;8;6;8;7;8;7;8;7;4;8;6;6;7;6;8;6;7;7;6;7;7;8;8;7;8;8;8;9;1;2;3;4;1
"264";2;3;1;1;1;3;3;6;2;5;7;8;7;7;6;4;6;2;4;5;5;5;4;6;6;5;4;5;5;3;3;4;6;6;5;1;2;3;4;1
"265";3;8;7;8;7;7;6;7;7;5;6;5;5;5;8;6;8;8;NA;NA;NA;7;8;7;6;7;7;6;7;4;3;3;2;5;7;1;2;1;1;1
"266";2;6;6;5;1;6;3;7;2;5;3;6;6;2;4;8;4;1;4;6;5;6;3;8;6;5;1;6;6;7;7;9;1;6;7;1;1;1;2;1
"267";2;8;7;4;1;7;3;9;2;8;2;2;2;8;2;4;3;2;4;5;4;8;10;5;7;4;1;3;5;8;1;6;1;8;8;1;2;2;4;1
"268";1;7;8;9;6;8;8;7;9;9;6;8;7;9;4;2;4;9;7;7;6;8;9;9;9;10;7;8;9;9;8;10;6;7;5;2;2;2;2;1
"269";1;2;2;2;2;2;2;3;4;4;3;3;5;4;4;4;5;5;2;1;1;4;4;4;4;4;4;4;3;4;8;2;7;5;5;1;1;1;2;1
"270";2;7;5;6;6;4;10;5;9;5;7;5;5;7;2;8;9;9;7;7;8;3;2;9;5;5;10;9;6;7;5;4;7;7;7;2;1;1;7;1
"271";2;1;6;8;9;9;10;8;7;9;1;4;9;7;6;7;6;5;NA;7;6;8;1;7;6;7;6;2;7;9;3;7;6;8;4;1;1;4;7;1
"272";2;10;9;2;9;4;9;4;5;9;9;3;6;5;5;9;10;9;7;5;7;7;8;8;10;5;7;9;4;5;9;3;6;5;NA;5;2;1;4;1
"273";2;7;5;6;8;4;10;5;4;7;6;5;8;9;4;6;5;6;4;6;4;5;8;7;6;4;7;8;6;5;6;7;NA;2;5;5;1;1;2;1
"274";2;7;5;6;5;6;9;7;5;5;8;7;5;6;7;6;6;7;5;7;7;7;6;7;8;4;7;10;8;7;NA;5;4;9;6;5;1;4;6;1
"275";3;8;7;8;3;8;10;8;7;9;8;9;8;8;8;6;8;6;7;8;8;9;9;9;8;7;8;8;8;9;9;9;9;9;9;1;2;3;1;1
"276";3;5;6;6;2;6;6;6;4;6;6;5;NA;NA;5;5;6;6;5;NA;NA;6;6;6;7;6;6;7;5;5;8;8;8;8;8;1;2;3;1;1
"277";3;7;6;7;5;7;8;6;6;7;8;7;5;7;7;6;8;7;5;5;6;6;8;7;7;6;7;8;9;9;9;7;6;8;7;1;2;1;1;1
"278";3;6;7;4;2;3;5;6;6;7;5;6;5;6;6;5;7;8;6;5;8;9;7;6;7;8;6;9;6;7;8;4;3;9;6;1;1;1;1;1
"279";3;8;6;6;4;7;6;7;5;6;7;7;7;8;6;6;7;8;7;6;7;8;6;7;7;6;8;9;9;7;8;5;6;7;7;1;2;3;5;1
"280";3;6;6;7;8;8;8;7;7;8;7;8;7;7;7;8;6;6;7;8;8;8;9;9;7;8;7;8;7;7;8;8;7;7;7;1;2;1;3;1
"281";1;3;3;4;5;4;6;6;5;5;7;5;6;4;3;1;4;2;7;5;6;4;8;6;2;4;7;7;6;6;7;6;5;5;5;1;2;1;8;1
"282";3;5;4;5;6;7;5;3;7;6;3;4;6;4;2;1;4;6;5;6;6;5;7;6;6;4;6;6;5;5;6;6;5;6;5;1;2;1;4;1
"283";2;9;1;6;7;8;7;8;4;6;2;7;4;3;8;4;7;9;NA;8;5;5;NA;8;4;8;6;4;6;7;9;9;2;4;7;6;2;2;5;1
"284";2;2;7;7;7;3;9;7;6;4;4;2;7;5;9;6;8;9;NA;8;5;6;NA;9;5;3;8;7;8;7;6;4;5;5;5;3;1;3;7;1
"285";2;5;8;4;8;2;7;6;2;4;6;8;5;7;9;8;9;9;9;7;4;7;10;8;5;4;9;8;2;5;6;3;8;5;5;2;1;4;7;1
"286";2;7;8;6;6;8;5;5;9;2;3;4;5;5;1;4;7;8;7;5;4;10;6;4;9;NA;9;2;8;3;8;9;6;8;4;3;2;2;3;1
"287";3;7;5;7;6;7;7;6;7;7;7;6;6;7;5;7;9;10;9;6;8;10;10;10;9;7;9;8;7;7;6;6;7;6;7;1;1;1;2;1
"288";2;6;6;8;2;6;7;9;8;6;7;7;7;6;6;7;7;9;8;8;6;7;9;9;8;7;9;9;9;9;7;9;9;8;7;2;1;1;NA;1
"289";1;6;6;8;2;6;7;9;8;6;7;7;7;6;6;7;7;9;8;8;6;7;9;9;8;7;9;9;9;9;7;9;9;8;7;2;1;1;NA;1
"290";1;6;6;8;2;6;7;9;8;6;7;7;7;6;6;7;7;9;8;8;6;7;9;9;8;7;9;9;9;9;7;9;9;8;7;2;1;1;NA;1
"291";1;6;6;8;2;6;7;9;8;6;7;7;7;6;6;7;7;9;8;8;6;7;9;9;8;7;9;9;9;9;7;9;9;8;7;2;1;1;NA;1
"292";3;8;4;8;1;5;5;8;3;8;8;7;6;4;7;6;7;7;NA;NA;NA;9;8;2;7;6;6;9;9;9;9;9;10;9;8;2;2;1;2;1
"293";3;8;5;6;1;4;7;7;2;3;4;3;4;4;7;8;8;7;5;5;5;3;3;4;5;5;5;8;8;9;8;4;10;4;4;2;1;1;1;1
"294";2;9;9;9;9;9;9;9;6;9;9;9;9;8;9;8;7;7;7;7;7;9;9;5;7;7;8;8;7;7;9;10;10;10;10;2;1;1;2;1
"295";2;6;6;4;2;5;7;6;6;8;5;5;5;4;4;2;4;4;4;3;3;8;7;7;5;4;6;7;7;7;5;7;6;7;3;2;1;1;1;1
"296";2;6;6;4;2;5;6;6;6;5;5;5;5;4;4;2;4;4;4;3;3;7;7;7;4;4;6;6;7;7;6;7;6;7;3;2;1;1;1;1
"297";3;6;4;4;4;2;5;7;5;6;5;6;7;4;8;6;7;5;9;3;4;5;6;5;7;4;4;5;7;8;8;6;7;9;8;1;1;1;2;1
"298";2;3;2;3;4;5;6;5;2;5;6;7;7;5;5;3;4;2;2;4;3;6;5;6;5;4;4;4;4;4;4;4;5;6;5;2;1;1;1;1
"299";2;4;4;5;4;5;5;4;4;5;6;5;6;5;6;6;5;5;3;2;4;3;4;5;8;6;3;6;7;7;5;4;3;5;4;1;1;1;1;1
